"Model","WT500 (760203)"
"Comment",""
"Version","1.31"
"Date","2026/04/21"
"Time","09:33:19"

"<Settings>"
"Wiring","NONE"
"Element","Element1","Element2","Element3"
"Module","1kV40A","1kV40A","1kV40A"
"Wiring","1P2W","1P2W","1P2W"
"Voltage Range","300V","300V","300V"
"Terminal","Direct","Direct","Direct"
"Current Range","     40A","     40A","     40A"
"Sensor Ratio","10.0000","10.0000","10.0000"
"Line Filter","Off","Off","Off"
"Frequency Filter","Off","Off","Off"
"Scaling","On"
"Vt Ratio","1.0000","1.0000","1.0000"
"Ct Ratio","1.0000","1.0000","1.0000"
"Scaling Factor","1.0000","1.0000","1.0000"
"Sync Source","U1","U1","U1"
"Average","Off"
"F1","Off"
"F2","Off"
"F3","Off"
"F4","Off"
"F5","Off"
"F6","Off"
"F7","Off"
"F8","Off"
"S,Q Formula","Type 1"
"Phase Angle","180 degree"
"Max Hold","Off"
"Null","Off"
"Measurement Mode","Normal Mode"
"Update Rate","100ms"
"Crest Factor","3"
"Delta Measure Mode","RMS"

"<Settings (Harmonics)>"
"PLL Source","U3"
"Order","1 To 50"
"THD Formula","Total"

"Store No.","Date","Time","Urms-E1","Umn-E1","Urmn-E1","Udc-E1","Uac-E1","Irms-E1","Imn-E1","Irmn-E1","Idc-E1","Iac-E1","P-E1","S-E1","Q-E1","PF-E1","DEG-E1","FU-E1","FI-E1","U+pk-E1","U-pk-E1","I+pk-E1","I-pk-E1","CfU-E1","CfI-E1","Time-E1","Wp-E1","Wp+-E1","Wp--E1","q-E1","q+-E1","q--E1","WS-E1","WQ-E1","Urms-E2","Umn-E2","Urmn-E2","Udc-E2","Uac-E2","Irms-E2","Imn-E2","Irmn-E2","Idc-E2","Iac-E2","P-E2","S-E2","Q-E2","PF-E2","DEG-E2","FU-E2","FI-E2","U+pk-E2","U-pk-E2","I+pk-E2","I-pk-E2","CfU-E2","CfI-E2","Time-E2","Wp-E2","Wp+-E2","Wp--E2","q-E2","q+-E2","q--E2","WS-E2","WQ-E2","eta1","eta2"
   85,  2026/04/21,09:27:29,0.00E+00,0.00E+00,0.00E+00,-16.231E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-55.436E-06,0.000E+00,-5.9551E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,500.59E-03,-518.15E-03,34.951E-03,-31.064E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.43E+00,236.76E+00,213.16E+00,207.97E-03,236.43E+00,0.000E+00,0.000E+00,0.000E+00,687.30E-06,0.000E+00,-1.7203E+00,0.000E+03,0.000E+03,Error,Error,50.027E+00,NAN,341.87E+00,-341.89E+00,163.70E-03,-161.44E-03,1.446E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   86,  2026/04/21,09:27:31,3.1265E+00,0.00E+00,0.00E+00,2.9538E+00,0.00E+00,18.597E+00,19.623E+00,17.667E+00,17.667E+00,5.8076E+00,58.114E+00,58.145E+00,-1.8880E+00,0.9995E+00,-1.86E+00,Error,NAN,3.8433E+00,-390.81E-03,20.357E+00,4.4827E-03,1.229E+00,1.095E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.02E+00,236.42E+00,212.86E+00,186.22E-03,236.02E+00,579.96E-03,0.000E+00,0.000E+00,-60.863E-03,576.75E-03,-112.81E+00,136.88E+00,-77.528E+00,-0.8241E+00,-145.50E+00,50.025E+00,NAN,341.49E+00,-341.45E+00,1.1137E+00,-2.3104E+00,1.447E+00,3.984E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   87,  2026/04/21,09:27:33,0.00E+00,0.00E+00,0.00E+00,-13.294E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-782.32E-06,0.000E+00,10.094E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,436.92E-03,-518.15E-03,29.873E-03,-31.064E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.50E+00,236.85E+00,213.24E+00,183.83E-03,236.50E+00,0.000E+00,0.000E+00,0.000E+00,92.467E-06,0.000E+00,-540.63E-03,0.000E+03,0.000E+03,Error,Error,50.035E+00,NAN,341.93E+00,-341.99E+00,158.62E-03,-161.44E-03,1.446E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   88,  2026/04/21,09:27:35,0.00E+00,0.00E+00,0.00E+00,-19.152E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-961.12E-06,0.000E+00,35.918E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,436.92E-03,-486.31E-03,29.873E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.45E+00,236.79E+00,213.19E+00,221.67E-03,236.45E+00,0.000E+00,0.000E+00,0.000E+00,1.1634E-03,0.000E+00,-544.88E-03,0.000E+03,0.000E+03,Error,Error,50.016E+00,NAN,341.90E+00,-341.83E+00,168.78E-03,-156.36E-03,1.446E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   89,  2026/04/21,09:27:37,0.00E+00,0.00E+00,0.00E+00,-17.424E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-705.41E-06,0.000E+00,-25.503E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,436.92E-03,-486.31E-03,34.951E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.63E+00,236.97E+00,213.35E+00,157.18E-03,236.63E+00,0.000E+00,0.000E+00,0.000E+00,258.57E-06,0.000E+00,-486.26E-03,0.000E+03,0.000E+03,Error,Error,50.019E+00,NAN,342.09E+00,-342.02E+00,138.30E-03,-171.60E-03,1.446E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   90,  2026/04/21,09:27:39,0.00E+00,0.00E+00,0.00E+00,-18.380E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-468.71E-06,0.000E+00,14.740E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,468.75E-03,-454.48E-03,34.951E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.65E+00,237.00E+00,213.37E+00,139.36E-03,236.65E+00,0.000E+00,0.000E+00,0.000E+00,-322.68E-06,0.000E+00,-496.54E-03,0.000E+03,0.000E+03,Error,Error,50.016E+00,NAN,341.80E+00,-341.74E+00,153.54E-03,-141.12E-03,1.444E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   91,  2026/04/21,09:27:41,0.00E+00,0.00E+00,0.00E+00,-17.773E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-79.062E-06,0.000E+00,-3.6548E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,436.92E-03,-518.15E-03,34.951E-03,-31.064E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.63E+00,237.02E+00,213.39E+00,81.264E-03,236.63E+00,0.000E+00,0.000E+00,0.000E+00,184.11E-06,0.000E+00,-1.7454E+00,0.000E+03,0.000E+03,Error,Error,50.022E+00,NAN,341.80E+00,-341.67E+00,168.78E-03,-156.36E-03,1.444E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   92,  2026/04/21,09:27:43,2.9862E+00,0.00E+00,0.00E+00,2.7372E+00,0.00E+00,18.017E+00,18.495E+00,16.652E+00,16.651E+00,6.8823E+00,53.746E+00,53.802E+00,-2.4591E+00,0.9990E+00,-2.62E+00,Error,NAN,3.7797E+00,-486.31E-03,20.362E+00,-31.064E-03,1.266E+00,1.130E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.38E+00,236.81E+00,213.21E+00,76.021E-03,236.38E+00,558.54E-03,0.000E+00,0.000E+00,93.891E-03,550.59E-03,-99.569E+00,132.02E+00,-86.699E+00,-0.7542E+00,-138.95E+00,50.022E+00,NAN,341.71E+00,-341.67E+00,2.3381E+00,-1.0861E+00,1.446E+00,4.186E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   93,  2026/04/21,09:27:45,0.00E+00,0.00E+00,0.00E+00,-22.652E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-637.38E-06,0.000E+00,12.122E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,436.92E-03,-454.48E-03,34.951E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.57E+00,237.00E+00,213.37E+00,-40.303E-03,236.57E+00,0.000E+00,0.000E+00,0.000E+00,1.1127E-03,0.000E+00,-470.23E-03,0.000E+03,0.000E+03,Error,Error,50.014E+00,NAN,341.96E+00,-341.93E+00,153.54E-03,-161.44E-03,1.445E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   94,  2026/04/21,09:27:47,0.00E+00,0.00E+00,0.00E+00,-15.740E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-1.0595E-03,0.000E+00,-4.1603E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,468.75E-03,-518.15E-03,29.873E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.56E+00,236.98E+00,213.35E+00,-96.798E-03,236.56E+00,0.000E+00,0.000E+00,0.000E+00,426.34E-06,0.000E+00,-534.31E-03,0.000E+03,0.000E+03,Error,Error,50.014E+00,NAN,341.71E+00,-341.80E+00,158.62E-03,-156.36E-03,1.445E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   95,  2026/04/21,09:27:49,0.00E+00,0.00E+00,0.00E+00,-16.841E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-1.0852E-03,0.000E+00,35.738E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,436.92E-03,-486.31E-03,34.951E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.36E+00,236.73E+00,213.13E+00,-121.62E-03,236.36E+00,0.000E+00,0.000E+00,0.000E+00,659.14E-06,0.000E+00,-506.30E-03,0.000E+03,0.000E+03,Error,Error,50.018E+00,NAN,341.30E+00,-341.26E+00,138.30E-03,-171.60E-03,1.444E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   96,  2026/04/21,09:27:51,0.00E+00,0.00E+00,0.00E+00,-18.660E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-523.39E-06,0.000E+00,17.856E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,436.92E-03,-454.48E-03,29.873E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.51E+00,236.86E+00,213.24E+00,-196.95E-03,236.51E+00,0.000E+00,0.000E+00,0.000E+00,867.37E-06,0.000E+00,-865.56E-03,0.000E+03,0.000E+03,Error,Error,50.000E+00,NAN,341.77E+00,-341.89E+00,168.78E-03,-146.20E-03,1.446E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   97,  2026/04/21,09:27:53,0.00E+00,0.00E+00,0.00E+00,-14.786E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,471.71E-06,0.000E+00,-12.095E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,468.75E-03,-454.48E-03,34.951E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.71E+00,237.08E+00,213.44E+00,-189.47E-03,236.71E+00,0.000E+00,0.000E+00,0.000E+00,818.53E-06,0.000E+00,-1.7414E+00,0.000E+03,0.000E+03,Error,Error,50.013E+00,NAN,342.19E+00,-342.28E+00,168.78E-03,-171.60E-03,1.446E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   98,  2026/04/21,09:27:55,1.8519E+00,0.00E+00,0.00E+00,1.4448E+00,0.00E+00,15.210E+00,13.361E+00,12.029E+00,12.026E+00,9.3118E+00,28.125E+00,28.167E+00,-1.5302E+00,0.9985E+00,-3.11E+00,Error,NAN,2.7927E+00,-454.48E-03,19.971E+00,-36.142E-03,1.508E+00,1.313E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.18E+00,236.59E+00,213.01E+00,-203.40E-03,236.18E+00,451.06E-03,0.000E+00,0.000E+00,-25.414E-03,450.34E-03,-66.899E+00,106.53E+00,-82.908E+00,-0.6280E+00,-128.90E+00,50.021E+00,NAN,341.39E+00,-341.35E+00,1.0324E+00,-2.0107E+00,1.445E+00,4.458E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   99,  2026/04/21,09:27:57,0.00E+00,0.00E+00,0.00E+00,-14.465E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-867.24E-06,0.000E+00,13.339E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,468.75E-03,-486.31E-03,34.951E-03,-31.064E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.58E+00,236.96E+00,213.34E+00,-190.76E-03,236.58E+00,0.000E+00,0.000E+00,0.000E+00,1.0462E-03,0.000E+00,-453.29E-03,0.000E+03,0.000E+03,Error,Error,50.019E+00,NAN,342.00E+00,-341.99E+00,163.70E-03,-156.36E-03,1.446E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  100,  2026/04/21,09:27:59,0.00E+00,0.00E+00,0.00E+00,-17.854E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-760.36E-06,0.000E+00,13.064E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,468.75E-03,-518.15E-03,29.873E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.60E+00,236.99E+00,213.37E+00,-164.11E-03,236.60E+00,0.000E+00,0.000E+00,0.000E+00,1.1560E-03,0.000E+00,-516.86E-03,0.000E+03,0.000E+03,Error,Error,50.029E+00,NAN,341.93E+00,-342.05E+00,153.54E-03,-161.44E-03,1.446E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  101,  2026/04/21,09:28:01,0.00E+00,0.00E+00,0.00E+00,-15.115E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-618.63E-06,0.000E+00,10.258E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,500.59E-03,-518.15E-03,34.951E-03,-31.064E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.60E+00,237.02E+00,213.39E+00,-129.40E-03,236.60E+00,0.000E+00,0.000E+00,0.000E+00,498.88E-06,0.000E+00,-508.03E-03,0.000E+03,0.000E+03,Error,Error,50.030E+00,NAN,342.31E+00,-342.31E+00,178.94E-03,-156.36E-03,1.447E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  102,  2026/04/21,09:28:03,0.00E+00,0.00E+00,0.00E+00,-14.038E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-730.60E-06,0.000E+00,-16.054E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,405.08E-03,-518.15E-03,29.873E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.27E+00,236.75E+00,213.15E+00,-78.870E-03,236.27E+00,0.000E+00,0.000E+00,0.000E+00,1.6160E-03,0.000E+00,-1.2508E+00,0.000E+03,0.000E+03,Error,Error,50.031E+00,NAN,342.73E+00,-342.75E+00,168.78E-03,-156.36E-03,1.451E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  103,  2026/04/21,09:28:05,0.00E+00,0.00E+00,0.00E+00,-15.322E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,1.2130E-03,0.000E+00,-55.970E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,468.75E-03,-486.31E-03,34.951E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.27E+00,236.75E+00,213.15E+00,-19.867E-03,236.27E+00,0.000E+00,0.000E+00,0.000E+00,809.45E-06,0.000E+00,-1.7598E+00,0.000E+03,0.000E+03,Error,Error,50.038E+00,NAN,343.36E+00,-343.36E+00,178.94E-03,-176.68E-03,1.453E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  104,  2026/04/21,09:28:07,1.8701E+00,0.00E+00,0.00E+00,1.1557E+00,0.00E+00,11.929E+00,8.2890E+00,7.4627E+00,7.4578E+00,9.3102E+00,22.333E+00,22.309E+00,0.000E+03,1.0000E+00,0.00E+00,Error,NAN,3.4295E+00,-454.48E-03,19.941E+00,-41.220E-03,1.834E+00,1.672E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.03E+00,236.51E+00,212.93E+00,66.375E-03,236.03E+00,429.28E-03,0.000E+00,0.000E+00,56.053E-03,425.60E-03,-42.174E+00,101.32E+00,-92.130E+00,-0.4162E+00,-114.60E+00,50.041E+00,NAN,343.65E+00,-343.74E+00,2.5006E+00,-654.23E-03,1.456E+00,5.825E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  105,  2026/04/21,09:28:09,0.00E+00,0.00E+00,0.00E+00,-12.717E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-931.86E-06,0.000E+00,5.2748E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,468.75E-03,-486.31E-03,34.951E-03,-31.064E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.28E+00,236.76E+00,213.16E+00,49.471E-03,236.28E+00,0.000E+00,0.000E+00,0.000E+00,377.19E-06,0.000E+00,-2.2872E-03,0.000E+03,0.000E+03,Error,Error,50.048E+00,NAN,344.16E+00,-344.31E+00,72.254E-03,-64.914E-03,1.457E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  106,  2026/04/21,09:28:11,0.00E+00,0.00E+00,0.00E+00,-14.441E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-1.2164E-03,0.000E+00,34.210E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,436.92E-03,-581.82E-03,29.873E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.06E+00,236.50E+00,212.93E+00,124.08E-03,236.06E+00,0.000E+00,0.000E+00,0.000E+00,-383.51E-06,0.000E+00,-233.84E-03,0.000E+03,0.000E+03,Error,Error,50.040E+00,NAN,343.71E+00,-343.83E+00,148.46E-03,-161.44E-03,1.457E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  107,  2026/04/21,09:28:13,0.00E+00,0.00E+00,0.00E+00,-15.782E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-744.28E-06,0.000E+00,15.534E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,405.08E-03,-486.31E-03,34.951E-03,-31.064E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,235.99E+00,236.50E+00,212.92E+00,114.68E-03,235.99E+00,0.000E+00,0.000E+00,0.000E+00,158.26E-06,0.000E+00,-539.03E-03,0.000E+03,0.000E+03,Error,Error,50.040E+00,NAN,343.68E+00,-343.67E+00,158.62E-03,-171.60E-03,1.456E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  108,  2026/04/21,09:28:15,0.00E+00,0.00E+00,0.00E+00,-14.187E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-766.30E-06,0.000E+00,13.317E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,436.92E-03,-486.31E-03,34.951E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.27E+00,236.76E+00,213.16E+00,80.756E-03,236.27E+00,0.000E+00,0.000E+00,0.000E+00,156.51E-06,0.000E+00,-1.6340E+00,0.000E+03,0.000E+03,Error,Error,50.040E+00,NAN,344.00E+00,-344.15E+00,178.94E-03,-181.76E-03,1.457E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  109,  2026/04/21,09:28:17,0.00E+00,0.00E+00,0.00E+00,-14.293E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,14.738E-03,0.000E+00,1.2939E-03,0.000E+03,0.000E+03,Error,Error,Error,NAN,468.75E-03,-454.48E-03,888.07E-03,-31.064E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.14E+00,236.65E+00,213.06E+00,72.089E-03,236.14E+00,0.000E+00,0.000E+00,0.000E+00,-23.007E-06,0.000E+00,-1.8928E+00,0.000E+03,0.000E+03,Error,Error,50.032E+00,NAN,343.84E+00,-343.83E+00,189.10E-03,-181.76E-03,1.456E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  110,  2026/04/21,09:28:19,0.00E+00,0.00E+00,0.00E+00,537.44E-03,0.00E+00,7.2113E+00,3.1517E+00,2.8375E+00,2.8303E+00,6.6327E+00,10.219E+00,0.000E+03,0.000E+03,Error,Error,Error,NAN,4.4164E+00,-549.98E-03,19.682E+00,-31.064E-03,Error,2.729E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.24E+00,236.75E+00,213.15E+00,9.2561E-03,236.24E+00,0.000E+00,0.000E+00,0.000E+00,7.3801E-03,0.000E+00,-2.2478E+00,0.000E+03,0.000E+03,Error,Error,50.033E+00,NAN,343.81E+00,-343.77E+00,341.51E-03,-69.995E-03,1.455E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  111,  2026/04/21,09:28:21,0.00E+00,0.00E+00,0.00E+00,-12.225E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-1.1060E-03,0.000E+00,5.8454E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,405.08E-03,-454.48E-03,34.951E-03,-31.064E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.43E+00,236.91E+00,213.29E+00,-28.316E-03,236.43E+00,0.000E+00,0.000E+00,0.000E+00,-352.16E-06,0.000E+00,-23.734E-03,0.000E+03,0.000E+03,Error,Error,50.037E+00,NAN,343.97E+00,-343.99E+00,72.254E-03,-64.914E-03,1.455E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  112,  2026/04/21,09:28:23,0.00E+00,0.00E+00,0.00E+00,-10.586E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-926.46E-06,0.000E+00,19.547E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,532.42E-03,-454.48E-03,34.951E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.07E+00,236.53E+00,212.95E+00,-124.10E-03,236.07E+00,0.000E+00,0.000E+00,0.000E+00,134.15E-06,0.000E+00,-1.6472E-03,0.000E+03,0.000E+03,Error,Error,50.031E+00,NAN,343.74E+00,-343.61E+00,72.254E-03,-69.995E-03,1.456E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  113,  2026/04/21,09:28:25,0.00E+00,0.00E+00,0.00E+00,-12.777E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-464.11E-06,0.000E+00,-1.2778E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,436.92E-03,-454.48E-03,40.029E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.29E+00,236.76E+00,213.16E+00,-83.743E-03,236.29E+00,0.000E+00,0.000E+00,0.000E+00,-63.746E-06,0.000E+00,-79.821E-03,0.000E+03,0.000E+03,Error,Error,50.038E+00,NAN,344.16E+00,-344.02E+00,72.254E-03,-161.44E-03,1.457E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  114,  2026/04/21,09:28:27,0.00E+00,0.00E+00,0.00E+00,-12.831E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-605.00E-06,0.000E+00,-14.347E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,468.75E-03,-486.31E-03,34.951E-03,-41.220E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.30E+00,236.78E+00,213.18E+00,-38.603E-03,236.30E+00,0.000E+00,0.000E+00,0.000E+00,75.294E-06,0.000E+00,-1.6648E+00,0.000E+03,0.000E+03,Error,Error,50.044E+00,NAN,343.81E+00,-343.80E+00,178.94E-03,-171.60E-03,1.455E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  115,  2026/04/21,09:28:29,1.8206E+00,0.00E+00,0.00E+00,813.76E-03,1.6286E+00,8.6558E+00,4.3408E+00,3.9081E+00,3.9053E+00,7.7247E+00,15.740E+00,15.759E+00,-760.10E-03,0.9988E+00,-2.76E+00,Error,NAN,4.5119E+00,-518.15E-03,20.002E+00,-36.142E-03,2.478E+00,2.311E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.13E+00,236.63E+00,213.04E+00,-31.448E-03,236.13E+00,227.54E-03,0.000E+00,0.000E+00,7.2184E-03,227.43E-03,-23.693E+00,53.731E+00,-48.225E+00,-0.4410E+00,-116.17E+00,50.040E+00,NAN,343.81E+00,-343.77E+00,1.0934E+00,-1.1115E+00,1.456E+00,4.885E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  116,  2026/04/21,09:28:31,0.00E+00,0.00E+00,0.00E+00,-7.4365E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-575.63E-06,0.000E+00,-6.1036E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,436.92E-03,-486.31E-03,40.029E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.16E+00,236.65E+00,213.06E+00,-6.7830E-03,236.16E+00,0.000E+00,0.000E+00,0.000E+00,168.27E-06,0.000E+00,-29.841E-03,0.000E+03,0.000E+03,Error,Error,50.035E+00,NAN,343.74E+00,-343.90E+00,72.254E-03,-64.914E-03,1.456E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
